geo_point;geo_shape;ID_GEOFLA;Code Commune;Code Insee;Commune;x_chf_lieu;y_chf_lieu;x_centroid;y_centroid;altitude_moyenne;superficie;population;code_canton;code_arrondissement;Code D̩épartement;Année;R̩égion;D̩épartement;Statut;Code R̩égion;NOM_REG;code_com;nom_com;CODE_VILLE
48.8924795867,2.34788399022;"{""type"": ""Polygon"", ""coordinates"": [[[2.36467766640117, 48.88429135187387], [2.363519372551837, 48.88433646162204], [2.359295309486554, 48.884292348000564], [2.350777803447737, 48.88375453219697], [2.349550840123216, 48.88362016791156], [2.347153412523655, 48.88330584373597], [2.337955506111846, 48.882249883375295], [2.327325239606297, 48.88348566666966], [2.327120697066301, 48.88348541661707], [2.32705294631591, 48.88397966814416], [2.326985159750442, 48.884160052693844], [2.325962180116848, 48.88649615401145], [2.325757141835042, 48.88695455677744], [2.326097436995095, 48.889111262565166], [2.326846928640038, 48.89158322917955], [2.328379912711038, 48.896234142462376], [2.329980585189304, 48.90084042766455], [2.3299805220467062, 48.90116328212716], [2.331275053403352, 48.90116332255245], [2.348396822959066, 48.901522995193815], [2.351873944763931, 48.901522076927066], [2.360052035690029, 48.90161101849296], [2.365846785999959, 48.9016094651264], [2.370290514049102, 48.90165359528475], [2.370288306071287, 48.89867865314688], [2.370090869092799, 48.8953807204274], [2.369808242237654, 48.893376450643586], [2.36665574281233, 48.886357692162676], [2.36467766640117, 48.88429135187387]]]}";COMMUNE00000000000001004;118;75118;PARIS-18E-ARRONDISSEMENT;651936;6865979;652232;6866092;56;604;199519.0;;1;75;2016;ILE-DE-FRANCE;PARIS;Commune simple;11;ILE-DE-FRANCE;118;PARIS-18E-ARRONDISSEMENT;75056
48.8869811827,2.38492060382;"{""type"": ""Polygon"", ""coordinates"": [[[2.3770153520998383, 48.87192112928036], [2.376198709682807, 48.87260486842723], [2.371228761735738, 48.87705485347326], [2.370343090794026, 48.877909060856176], [2.370210225903679, 48.88258218140105], [2.369105995634214, 48.88357102453907], [2.368494265960581, 48.88397609420896], [2.36467766640117, 48.88429135187387], [2.36665574281233, 48.886357692162676], [2.369808242237654, 48.893376450643586], [2.370090869092799, 48.8953807204274], [2.370288306071287, 48.89867865314688], [2.370290514049102, 48.90165359528475], [2.372130988931859, 48.901742397193075], [2.385149642939711, 48.90200778521473], [2.388965452620039, 48.90127818690159], [2.389441637817657, 48.90115201380563], [2.390328618740141, 48.901008145776935], [2.392659014044634, 48.899793324501175], [2.39490629342099, 48.898444039522516], [2.3955185840026, 48.89763505147134], [2.397627233669072, 48.894578113161344], [2.398441268654738, 48.890938170453175], [2.398576795395713, 48.8899495998625], [2.398644394273278, 48.88941034734743], [2.398845527181574, 48.88710909507239], [2.408308168643916, 48.880408601842326], [2.409465304881294, 48.88009325550947], [2.410690346638331, 48.87847510651618], [2.410484969028091, 48.87843002826462], [2.394403759688012, 48.87515893262442], [2.38689800913129, 48.87436258778108], [2.380217390330639, 48.87287306097228], [2.3770153520998383, 48.87192112928036]]]}";COMMUNE00000000000024125;119;75119;PARIS-19E-ARRONDISSEMENT;654674;6864947;654768;6865600;62;675;185953.0;;1;75;2016;ILE-DE-FRANCE;PARIS;Commune simple;11;ILE-DE-FRANCE;119;PARIS-19E-ARRONDISSEMENT;75056
48.8873739998,2.30681348993;"{""type"": ""Polygon"", ""coordinates"": [[[2.284459571754662, 48.88563927820152], [2.285669993204252, 48.886573718859154], [2.29150685249767, 48.889471870800286], [2.292393803722319, 48.889637196294764], [2.300309348680921, 48.892477024523885], [2.303743199037813, 48.89413830923516], [2.303774362351613, 48.89415377894912], [2.307818966463416, 48.89605951081645], [2.310684074449394, 48.897134539229505], [2.312451445254303, 48.89778231797856], [2.318517536771425, 48.89963361635783], [2.319887174744136, 48.90045978209027], [2.320628966525964, 48.900794041950185], [2.3272535978120112, 48.90106435943163], [2.3299805220467062, 48.90116328212716], [2.329980585189304, 48.90084042766455], [2.328379912711038, 48.896234142462376], [2.326846928640038, 48.89158322917955], [2.326097436995095, 48.889111262565166], [2.325757141835042, 48.88695455677744], [2.325962180116848, 48.88649615401145], [2.326985159750442, 48.884160052693844], [2.32705294631591, 48.88397966814416], [2.327120697066301, 48.88348541661707], [2.316683858096023, 48.881372227184485], [2.312663726946662, 48.88087706362408], [2.309121684439903, 48.880426793133594], [2.298343635742688, 48.87813285191598], [2.298140326266548, 48.878042625559594], [2.297390717389426, 48.8770084846402], [2.296982744635593, 48.87642421634743], [2.295145392233802, 48.87386197967684], [2.283765477327523, 48.877407987523455], [2.279949332567545, 48.87857312398175], [2.279990437713356, 48.87875593730323], [2.282327211149827, 48.883923175027896], [2.282803625374617, 48.88428306606282], [2.284512055374312, 48.88559102779719], [2.284459571754662, 48.88563927820152]]]}";COMMUNE00000000000004922;117;75117;PARIS-17E-ARRONDISSEMENT;650291;6865159;649301;6865687;40;564;170077.0;;1;75;2016;ILE-DE-FRANCE;PARIS;Commune simple;11;ILE-DE-FRANCE;117;PARIS-17E-ARRONDISSEMENT;75056
48.840040811,2.29268840406;"{""type"": ""Polygon"", ""coordinates"": [[[2.289778276596061, 48.858123113768876], [2.290051338080391, 48.85798893133366], [2.293593540984887, 48.85568955389425], [2.297886852334149, 48.85294929563777], [2.302191520379336, 48.85034474899809], [2.310558509615869, 48.84677332413766], [2.316425112756123, 48.846753026221826], [2.316628160287652, 48.8467523874773], [2.3175824607711553, 48.84630365651078], [2.319693090505152, 48.84527061726139], [2.324663544625067, 48.8435180387231], [2.324050757867123, 48.84306849300187], [2.32064899371495, 48.84072256334741], [2.315748295773015, 48.837171803372584], [2.309146607212023, 48.83177808913951], [2.306970412350518, 48.82998023710605], [2.301315418488453, 48.825125760841566], [2.300177424536504, 48.82537543037296], [2.29219592266185, 48.82714160911968], [2.290235122003243, 48.82798889642783], [2.289393777675127, 48.82835264610396], [2.283585827211769, 48.830795786201676], [2.279051930653325, 48.83248995214544], [2.275423320689114, 48.82950726740615], [2.272793190186763, 48.82792008422551], [2.267543811050174, 48.82778641874259], [2.26752778961965, 48.82795720333811], [2.267254078923357, 48.83105209700785], [2.267211912244826, 48.831532107599394], [2.269435166169232, 48.83279584563694], [2.263173549337597, 48.83397969026656], [2.2627915245265138, 48.83392337352384], [2.264938054390591, 48.83589362979065], [2.267316733678636, 48.83832214755404], [2.272484695381473, 48.84368156860093], [2.282498103371029, 48.852022499045084], [2.289437862665354, 48.857898951923694], [2.289778276596061, 48.858123113768876]]]}";COMMUNE00000000000006974;115;75115;PARIS-15E-ARRONDISSEMENT;648643;6860380;648507;6860628;39;846;237120.0;;1;75;2016;ILE-DE-FRANCE;PARIS;Commune simple;11;ILE-DE-FRANCE;115;PARIS-15E-ARRONDISSEMENT;75056
48.8760781985,2.36069992794;"{""type"": ""Polygon"", ""coordinates"": [[[2.36467766640117, 48.88429135187387], [2.368494265960581, 48.88397609420896], [2.369105995634214, 48.88357102453907], [2.370210225903679, 48.88258218140105], [2.370343090794026, 48.877909060856176], [2.371228761735738, 48.87705485347326], [2.376198709682807, 48.87260486842723], [2.3770153520998383, 48.87192112928036], [2.375924901835885, 48.87156200963451], [2.365691375476316, 48.86824001866678], [2.364464489758917, 48.86779103471644], [2.363851339012572, 48.86743163828077], [2.363238955499569, 48.867790816367034], [2.354520466380245, 48.86927569343535], [2.35411149265971, 48.8692752858951], [2.347831771084856, 48.870624420334565], [2.347845439420342, 48.87377937568314], [2.347982803025813, 48.87467766254086], [2.348255293026379, 48.87589145184864], [2.34907399387057, 48.87791311472725], [2.349822810697755, 48.880295020678275], [2.349823945918236, 48.88096862639421], [2.349687756951921, 48.882811514902045], [2.349550840123216, 48.88362016791156], [2.350777803447737, 48.88375453219697], [2.359295309486554, 48.884292348000564], [2.363519372551837, 48.88433646162204], [2.36467766640117, 48.88429135187387]]]}";COMMUNE00000000000032016;110;75110;PARIS-10E-ARRONDISSEMENT;652889;6863722;653068;6864291;45;288;92494.0;;1;75;2016;ILE-DE-FRANCE;PARIS;Commune simple;11;ILE-DE-FRANCE;110;PARIS-10E-ARRONDISSEMENT;75056
48.8542874923,2.35759608215;"{""type"": ""Polygon"", ""coordinates"": [[[2.344559226085564, 48.85398930555956], [2.345581788556577, 48.8549329282337], [2.346057491241009, 48.85547154325894], [2.347488995100279, 48.85750289925201], [2.34831909060861, 48.858806084558545], [2.349137679720428, 48.86037900432019], [2.350091264419375, 48.861951749822666], [2.35444979708971, 48.86100764265458], [2.355471078597608, 48.860648012347085], [2.357446054399118, 48.859658558153086], [2.359216281258059, 48.85835500124507], [2.360918472895475, 48.8575906636233], [2.363097753931241, 48.85681715023424], [2.364187035479922, 48.85645780685713], [2.368408572172818, 48.85573730004936], [2.368545126059852, 48.85560311817136], [2.3690196510526, 48.853445379531394], [2.369019637116847, 48.85322144074504], [2.36888334596208, 48.85277194503189], [2.367178492764865, 48.84917721476917], [2.366497161436579, 48.847829071319204], [2.366156494215372, 48.847380286483684], [2.364318035619069, 48.84616719132947], [2.362548350376929, 48.84747083799684], [2.353970344273344, 48.85097728621711], [2.346465584808918, 48.853360292152324], [2.344559226085564, 48.85398930555956]]]}";COMMUNE00000000000011826;104;75104;PARIS-4E-ARRONDISSEMENT;652746;6861974;652832;6861859;34;160;27335.0;;1;75;2016;ILE-DE-FRANCE;PARIS;Commune simple;11;ILE-DE-FRANCE;104;PARIS-4E-ARRONDISSEMENT;75056
48.8348302792,2.42102904428;"{""type"": ""Polygon"", ""coordinates"": [[[2.365950820880959, 48.84490865927767], [2.364453223364357, 48.846032106426854], [2.364318035619069, 48.84616719132947], [2.366156494215372, 48.847380286483684], [2.366497161436579, 48.847829071319204], [2.367178492764865, 48.84917721476917], [2.36888334596208, 48.85277194503189], [2.369019637116847, 48.85322144074504], [2.3699728108076252, 48.85317609966919], [2.370585539949439, 48.852995856503874], [2.384624564790621, 48.850070442032894], [2.395191121970722, 48.84844792784101], [2.399118444872594, 48.84809448473566], [2.415971110769569, 48.846622956277], [2.415864779782866, 48.84601897074814], [2.415299092607448, 48.843849661236874], [2.414259720942837, 48.840429716999374], [2.413945507722148, 48.839413700918605], [2.413571497493246, 48.83826428454211], [2.412466144096896, 48.835037346109516], [2.4122456125626393, 48.83453891467325], [2.412048323714965, 48.8343958455794], [2.412009132442096, 48.83436777264709], [2.411909116120865, 48.83429713055316], [2.411802329348825, 48.834222857619395], [2.411710416104299, 48.834158550743396], [2.411556042207237, 48.83407594923597], [2.411471874927621, 48.83392893877285], [2.411627547553641, 48.833896428181625], [2.411810394015119, 48.83387034657184], [2.412039617745473, 48.83383909648542], [2.412300193269077, 48.833806201285114], [2.412587952676253, 48.833778835210616], [2.412954691917735, 48.833754554204354], [2.413170099598751, 48.83374032206223], [2.413505425613418, 48.83372308015552], [2.413921063446627, 48.833711627051414], [2.41440187689856, 48.83371937826787], [2.414898855796042, 48.83374339518348], [2.415470466512807, 48.833793856339874], [2.415752049454576, 48.83383120667818], [2.416198022348807, 48.83390893085359], [2.416456276936897, 48.83396145484084], [2.416996956303085, 48.83409809666737], [2.417337888379131, 48.83418879496342], [2.4182257266693963, 48.83446922121979], [2.419349709161044, 48.83483173002613], [2.420222454034239, 48.8351237596348], [2.420386670788106, 48.83518031598505], [2.421016385376026, 48.83539831339671], [2.421675906213893, 48.8356317406954], [2.422038224535489, 48.83576120134048], [2.422138636243513, 48.83579766095512], [2.421254093592629, 48.8381614015973], [2.420019821334008, 48.84084630550793], [2.419713896051173, 48.84115599968155], [2.419634904840926, 48.84127523104321], [2.41953895290059, 48.8414492408495], [2.419469538255404, 48.84168723370658], [2.419442499539575, 48.84179052856827], [2.419382280642246, 48.84205914407049], [2.419371841680654, 48.84214003552778], [2.419354680263449, 48.84245742517179], [2.419370138333729, 48.8425375429386], [2.419390134732613, 48.84257721168022], [2.419865327082177, 48.84334217110516], [2.420262261349782, 48.84367146081744], [2.421847988927574, 48.84443729119027], [2.421945137579068, 48.84440088709321], [2.422020405844874, 48.84437157204766], [2.42222500789931, 48.8442295629292], [2.422435387811295, 48.84405790262498], [2.422643200706216, 48.843871839858835], [2.422687388970336, 48.84381899114881], [2.422878513110005, 48.843540213795464], [2.423133644054, 48.8431412310721], [2.423283341302334, 48.84291171773213], [2.423413216258989, 48.84274956033355], [2.423491922523838, 48.84265550726454], [2.423806187977489, 48.842329655667875], [2.42394800402987, 48.84219633454078], [2.424023605893133, 48.84213644168312], [2.424277331941778, 48.841986571139344], [2.424370466389635, 48.841942950850935], [2.424534597793657, 48.84188618169064], [2.424652097345379, 48.84185706809391], [2.425004277726061, 48.84179850449553], [2.425818628737498, 48.841715178368936], [2.427303780868214, 48.84159189084034], [2.427575156761253, 48.841570705794226], [2.428130169985211, 48.84152839247319], [2.43362719938658, 48.84272730442247], [2.437906942613187, 48.843616266381126], [2.447699326813992, 48.8448184433549], [2.4478479965511593, 48.84480473996914], [2.448023945649854, 48.84478846420798], [2.448291299248825, 48.84476181751825], [2.448478186469091, 48.84474199412214], [2.448706006871745, 48.84471696295398], [2.44894065877744, 48.84469016411513], [2.449197139596527, 48.84466076726306], [2.449482280948952, 48.844627004989846], [2.449766068888361, 48.844592336460494], [2.450100355734969, 48.84454980521705], [2.457090793387939, 48.843606834877406], [2.457370529989033, 48.84356763317698], [2.457584781385707, 48.843536228101115], [2.4578932328563052, 48.843487262491394], [2.45819214618353, 48.84343825288909], [2.458436493219954, 48.84339529100272], [2.458732736533953, 48.84334087184685], [2.459041269779823, 48.84328380947378], [2.459342980502274, 48.84322761482449], [2.459652902883432, 48.84316785909391], [2.459871359926779, 48.84312477733466], [2.460084366608914, 48.84308167057797], [2.46024413303134, 48.843048216121936], [2.460373859106308, 48.843020921420575], [2.460839559593277, 48.84291779690539], [2.460916045400131, 48.842900154537034], [2.461092244357225, 48.842858678819695], [2.461506241624685, 48.84274812395874], [2.461671567541827, 48.8427039003839], [2.461898390892793, 48.842641966155256], [2.462126641159372, 48.84257374243954], [2.462257866735865, 48.84253296213861], [2.462419187362503, 48.84248062534547], [2.462776139976386, 48.842351822655964], [2.462874637156871, 48.842313592754586], [2.46343831216858, 48.8420894852691], [2.463887349953645, 48.84188284848015], [2.464081810024432, 48.84178748897054], [2.464329802931891, 48.84165369665631], [2.464927225270692, 48.84132630750172], [2.465400832762585, 48.840981274314316], [2.4654516306386043, 48.840943728442966], [2.465867778475339, 48.84062092040369], [2.466184316545422, 48.840312056056625], [2.466261395325641, 48.84023595484928], [2.466408758512407, 48.840081923256626], [2.466476262859811, 48.840009376609196], [2.466556203665804, 48.839919797636576], [2.466741012737785, 48.83970117901713], [2.466781010312038, 48.83965369149532], [2.466869290078733, 48.83954796106774], [2.467228020617744, 48.83910887521576], [2.467247461860074, 48.83907298758211], [2.467426438720815, 48.838891215371724], [2.467581988367335, 48.83313331879279], [2.466178324692476, 48.82732797147399], [2.466111960859641, 48.82715769522232], [2.466082750226833, 48.82708381686772], [2.46577864790769, 48.826319796810324], [2.465730572119004, 48.8262260479851], [2.465712037823177, 48.826173801954454], [2.46442754813145, 48.822992390159406], [2.462696062752353, 48.81905977056392], [2.461205214252254, 48.818355149153646], [2.459997902748377, 48.817760613547904], [2.459277032513028, 48.81740749952024], [2.458705085340404, 48.817140495785814], [2.458320390381955, 48.81707130057952], [2.458007676517565, 48.81702131728675], [2.457909747102228, 48.81700918147759], [2.4578280847454153, 48.81700431434261], [2.457235927804669, 48.816979143425215], [2.456695014488356, 48.81700276862922], [2.4546621287045562, 48.81709424398647], [2.453452200812278, 48.81714897756084], [2.442096739080842, 48.81791676199207], [2.438447510274185, 48.818232447876966], [2.434179121509351, 48.82012799238934], [2.421462449379507, 48.82405406143913], [2.420677968534261, 48.82404756550385], [2.420329137132226, 48.82406026503288], [2.419962519541093, 48.82408007224616], [2.419242242363507, 48.824179104744545], [2.406031823400973, 48.82761547077918], [2.390939253073785, 48.826078980076126], [2.390072014511325, 48.825692326819635], [2.388891293984424, 48.82660186009519], [2.385762457586978, 48.82902942257556], [2.382429870905578, 48.831727456849485], [2.3799123036561323, 48.83379556805533], [2.366359353707236, 48.84459334988889], [2.365950820880959, 48.84490865927767]]]}";COMMUNE00000000000026040;112;75112;PARIS-12E-ARRONDISSEMENT;655097;6860259;658499;6858836;48;1637;144719.0;;1;75;2016;ILE-DE-FRANCE;PARIS;Commune simple;11;ILE-DE-FRANCE;112;PARIS-12E-ARRONDISSEMENT;75056
48.8682182328,2.34268958704;"{""type"": ""Polygon"", ""coordinates"": [[[2.350841320556306, 48.86334441157331], [2.344493176643923, 48.8648728725571], [2.336115171463392, 48.866805251686046], [2.330257518258063, 48.868288011927895], [2.327873362186078, 48.86986108895774], [2.328826705605644, 48.87004091101753], [2.339929810567673, 48.87193731051887], [2.347831771084856, 48.870624420334565], [2.35411149265971, 48.8692752858951], [2.353975524869111, 48.86891661444116], [2.352954153003017, 48.86707464125512], [2.351453566581511, 48.86442244862612], [2.350841320556306, 48.86334441157331]]]}";COMMUNE00000000000035077;102;75102;PARIS-2E-ARRONDISSEMENT;651622;6863176;651741;6863328;36;99;21741.0;;1;75;2016;ILE-DE-FRANCE;PARIS;Commune simple;11;ILE-DE-FRANCE;102;PARIS-2E-ARRONDISSEMENT;75056
48.8625262113,2.33630086089;"{""type"": ""Polygon"", ""coordinates"": [[[2.325761625469748, 48.86954613347617], [2.327668873142871, 48.86986083983853], [2.327873362186078, 48.86986108895774], [2.330257518258063, 48.868288011927895], [2.336115171463392, 48.866805251686046], [2.344493176643923, 48.8648728725571], [2.350841320556306, 48.86334441157331], [2.350705083769544, 48.86311973538236], [2.35009094463861, 48.862086650131786], [2.350091264419375, 48.861951749822666], [2.349137679720428, 48.86037900432019], [2.34831909060861, 48.858806084558545], [2.347488995100279, 48.85750289925201], [2.346057491241009, 48.85547154325894], [2.345581788556577, 48.8549329282337], [2.344559226085564, 48.85398930555956], [2.34347009049337, 48.85443840769325], [2.342244192903881, 48.85524738882688], [2.340202184637567, 48.856784832080066], [2.338431093481264, 48.857908236814104], [2.336252088116663, 48.85862734294024], [2.333051347688824, 48.859301147735934], [2.3328469000671372, 48.85930090746053], [2.331621039819503, 48.8596601027492], [2.322752490911607, 48.8624458929874], [2.320777351580662, 48.86307503594067], [2.322410923052652, 48.86523193880858], [2.325215912695464, 48.86936678690197], [2.325761625469748, 48.86954613347617]]]}";COMMUNE00000000000007847;101;75101;PARIS-1ER-ARRONDISSEMENT;651679;6862426;651283;6862746;34;182;17022.0;;1;75;2016;ILE-DE-FRANCE;PARIS;Capitale d'̩tat;11;ILE-DE-FRANCE;101;PARIS-1ER-ARRONDISSEMENT;75056
